Age,Overall,Wage,Agility,Stamina,Penalties
27,77,€31K,79,65,62
25,77,€ 0,80,79,63
34,77,€26K,69,79,73
27,77,€43K,78,83,50
28,77,€34K,75,76,68
28,77,€53K,62,55,83
28,77,€53K,72,61,35
31,77,€26K,88,70,72
18,77,€22K,90,66,57
33,77,€41K,70,77,55
29,77,€54K,75,80,49
22,77,€115K,78,69,66
29,77,€ 0,79,78,72
27,77,€74K,64,69,60
28,77,€54K,91,75,67
29,77,€29K,75,67,48
31,77,€11K,68,70,72
31,77,€15K,32,38,24
32,77,€65K,64,77,62
28,77,€79K,67,87,60
21,77,€22K,62,72,48
23,77,€21K,74,76,58
24,77,€26K,66,69,54
36,77,€20K,33,64,80
34,77,€31K,69,70,61
27,77,€47K,74,76,77
29,77,€16K,75,78,63
30,77,€22K,91,71,64
29,77,€21K,58,38,12
25,77,€23K,79,85,38
23,77,€19K,56,71,61
35,77,€49K,77,55,74
32,77,€19K,68,65,77
20,77,€46K,84,61,64
26,77,€40K,77,81,76
32,77,€21K,68,32,19
27,77,€42K,76,82,67
23,77,€35K,46,54,45
26,77,€65K,68,76,59
24,77,€20K,53,69,41
20,77,€30K,69,69,45
32,77,€110K,61,52,62
31,77,€68K,75,76,48
24,77,€22K,65,72,53
26,77,€56K,65,70,81
26,77,€26K,79,61,56
24,77,€26K,68,84,60
29,77,€1K,37,74,68
25,77,€33K,78,72,65
31,77,€120K,81,59,73
28,77,€10K,74,78,59
29,77,€16K,63,74,55
30,77,€43K,65,82,46
25,77,€80K,74,89,59
27,77,€50K,68,68,65
26,77,€47K,70,88,66
26,77,€60K,54,66,72
30,77,€43K,68,38,14
24,77,€27K,78,70,70
32,77,€34K,50,85,63
34,77,€51K,52,55,80
29,77,€54K,75,85,63
28,77,€37K,35,35,41
28,77,€19K,66,31,25
21,77,€21K,67,79,39
24,77,€1K,55,72,45
25,77,€14K,62,69,86
23,77,€83K,72,65,65
24,77,€19K,62,87,60
27,77,€31K,77,65,64
23,77,€27K,65,74,72
24,77,€43K,78,77,67
30,77,€28K,72,76,74
25,77,€35K,78,77,43
20,77,€62K,69,72,68
35,77,€9K,60,34,22
23,77,€28K,80,79,53
32,77,€20K,34,73,35
29,77,€51K,61,54,73
29,77,€17K,70,41,12
28,77,€29K,47,61,52
23,77,€45K,74,79,52
35,77,€53K,45,50,55
31,77,€32K,72,87,71
26,77,€52K,74,74,72
29,77,€31K,83,68,70
29,77,€68K,54,64,55
26,77,€43K,74,86,60
34,77,€16K,33,66,58
22,77,€76K,73,75,45
31,77,€30K,54,63,46
33,77,€47K,77,87,74
23,77,€52K,67,64,66
31,77,€26K,77,86,55
34,77,€19K,72,69,79
25,77,€29K,81,69,66
36,77,€27K,79,65,79
23,77,€41K,68,86,52
31,77,€24K,68,78,63
27,77,€17K,65,81,68
28,77,€24K,50,76,32
23,77,€39K,78,76,53
21,77,€39K,79,66,67
21,77,€22K,46,75,49
35,77,€6K,44,44,14
30,77,€13K,58,71,37
21,77,€14K,70,82,55
25,77,€29K,61,75,78
26,77,€24K,76,74,71
23,77,€45K,71,74,66
24,77,€41K,89,67,69
21,77,€43K,69,74,36
27,77,€26K,66,85,59
23,77,€15K,69,91,67
19,77,€18K,61,61,39
29,77,€14K,74,88,63
25,77,€23K,43,42,25
22,77,€22K,76,71,78
28,77,€21K,51,82,62
26,77,€40K,76,77,65
27,77,€14K,78,72,70
34,77,€26K,46,42,48
28,77,€35K,86,84,71
30,77,€47K,47,63,61
41,77,€ 0,50,22,21
27,77,€29K,83,64,63
24,77,€27K,68,79,40
24,77,€20K,82,80,62
21,77,€20K,50,74,60
27,77,€46K,54,62,76
25,77,€16K,77,74,64
24,77,€52K,94,72,60
28,77,€23K,72,74,45
22,77,€66K,73,78,51
23,77,€19K,78,90,35
25,77,€23K,62,72,64
24,77,€8K,91,76,54
25,77,€1K,82,83,59
28,77,€45K,59,66,27
28,77,€36K,86,71,75
28,77,€41K,72,68,75
37,77,€11K,85,55,76
24,77,€22K,76,89,62
27,77,€48K,65,74,38
32,77,€13K,65,34,16
31,77,€19K,78,88,69
28,77,€13K,74,72,84
17,77,€66K,90,79,65
32,77,€33K,68,77,68
27,77,€27K,32,71,37
25,77,€1K,78,65,80
34,77,€56K,63,36,41
29,77,€30K,65,79,70
21,77,€62K,68,83,50
20,77,€76K,76,75,41
29,77,€50K,69,79,49
21,77,€46K,46,69,44
27,77,€32K,73,81,66
25,77,€29K,63,81,35
25,77,€16K,60,74,68
20,77,€41K,78,84,52
28,77,€23K,73,82,59
25,77,€1K,50,34,11
22,77,€39K,79,71,66
25,77,€12K,80,72,66
21,77,€26K,74,71,69
29,77,€18K,58,75,58
28,77,€11K,59,30,14
26,77,€12K,86,71,59
30,77,€12K,90,63,71
30,77,€25K,64,69,59
30,77,€25K,54,67,45
28,77,€30K,74,90,73
34,77,€22K,79,63,75
26,77,€39K,87,74,64
30,77,€21K,85,86,73
21,77,€24K,76,82,73
21,77,€11K,75,86,55
30,77,€18K,56,80,47
32,77,€24K,79,54,75
22,77,€30K,68,69,50
29,77,€43K,73,90,40
23,77,€12K,53,75,52
32,77,€22K,58,58,46
27,77,€28K,65,67,52
24,77,€43K,66,79,47
33,77,€10K,71,65,68
23,77,€24K,63,77,66
25,77,€49K,76,86,74
30,77,€16K,73,48,67
30,77,€30K,58,66,35
24,77,€32K,72,78,48
28,77,€50K,68,86,62
27,77,€49K,79,84,70
22,77,€53K,83,62,58
28,77,€17K,77,70,51
24,77,€27K,78,95,64
27,77,€58K,55,58,56
25,77,€76K,84,81,54
32,77,€39K,89,73,73
24,77,€43K,85,79,58
25,77,€21K,66,84,64
21,76,€50K,62,70,40
31,76,€17K,41,23,19
31,76,€26K,71,61,61
25,76,€27K,78,70,63
28,76,€32K,76,80,63
29,76,€42K,48,65,42
28,76,€17K,26,31,22
25,76,€22K,57,64,42
28,76,€23K,76,74,74
24,76,€18K,77,86,55
26,76,€19K,79,71,53
22,76,€48K,79,64,59
23,76,€12K,88,53,79
27,76,€34K,78,68,61
34,76,€21K,57,44,25
29,76,€34K,32,25,12
31,76,€16K,54,72,59
29,76,€32K,42,33,77
30,76,€31K,70,51,80
25,76,€48K,68,68,50
25,76,€54K,86,77,53
33,76,€24K,70,73,67
30,76,€24K,51,53,38
33,76,€30K,74,70,75
24,76,€20K,38,75,39
25,76,€59K,85,61,68
25,76,€85K,74,70,68
30,76,€24K,30,37,23
24,76,€16K,93,90,63
26,76,€36K,52,61,37
24,76,€7K,60,39,18
23,76,€41K,66,69,39
27,76,€40K,70,68,51
20,76,€10K,78,77,66
23,76,€24K,82,78,58
20,76,€8K,54,89,47
28,76,€55K,68,77,77
29,76,€13K,68,78,69
28,76,€13K,64,66,35
22,76,€22K,89,79,64
24,76,€41K,83,80,42
22,76,€61K,78,68,75
30,76,€1K,75,73,71
28,76,€51K,69,77,72
24,76,€1K,62,68,62
27,76,€54K,70,92,68
29,76,€25K,74,70,49
22,76,€23K,76,73,50
21,76,€15K,63,77,38
29,76,€50K,74,76,60
30,76,€1K,58,33,15
31,76,€19K,75,84,66
28,76,€55K,50,73,79
29,76,€23K,83,74,71
23,76,€21K,78,77,45
31,76,€27K,78,65,60
26,76,€47K,76,77,55
22,76,€15K,73,79,68
24,76,€42K,83,77,73
31,76,€1K,68,71,70
25,76,€40K,84,86,69
26,76,€26K,71,78,61
28,76,€17K,68,56,76
29,76,€12K,62,70,46
23,76,€71K,69,78,61
27,76,€45K,43,60,49
30,76,€15K,78,76,74
30,76,€66K,72,73,73
23,76,€12K,86,73,60
25,76,€1K,48,79,34
27,76,€47K,66,74,57
23,76,€37K,82,64,70
32,76,€24K,72,73,65
35,76,€ 0,79,75,71
20,76,€37K,50,73,42
33,76,€4K,85,66,64
31,76,€66K,62,78,88
22,76,€25K,90,75,45
27,76,€53K,66,66,71
31,76,€17K,77,88,77
30,76,€46K,81,87,73
26,76,€20K,79,77,62
31,76,€21K,60,73,54
27,76,€28K,61,82,65
30,76,€25K,81,80,66
34,76,€25K,77,88,62
22,76,€20K,81,91,55
27,76,€32K,77,79,63
26,76,€18K,59,66,28
36,76,€39K,39,37,16
24,76,€44K,79,76,69
27,76,€1K,72,70,70
25,76,€46K,74,55,56
26,76,€43K,82,66,66
27,76,€33K,73,58,69
27,76,€19K,77,71,75
40,76,€2K,53,31,20
29,76,€46K,67,69,76
21,76,€56K,91,70,65
23,76,€26K,90,76,62
22,76,€12K,83,74,71
27,76,€23K,82,69,65
28,76,€55K,86,76,70
24,76,€18K,65,78,44
34,76,€12K,76,60,67
25,76,€26K,62,75,47
27,76,€84K,62,64,48
23,76,€24K,70,80,51
31,76,€9K,60,69,71
28,76,€9K,68,34,23
27,76,€26K,71,74,51
26,76,€21K,75,80,68
33,76,€61K,65,55,79
28,76,€34K,61,75,68
19,76,€6K,79,88,61
28,76,€88K,77,75,45
23,76,€38K,71,69,49
24,76,€37K,82,89,67
28,76,€1K,75,87,65
33,76,€16K,80,85,64
33,76,€16K,58,59,45
26,76,€15K,76,75,68
27,76,€26K,62,90,60
22,76,€18K,66,74,40
28,76,€30K,78,71,68
31,76,€18K,40,82,42
24,76,€13K,74,70,69
27,76,€44K,78,83,46
24,76,€31K,67,81,51
20,76,€15K,75,70,75
30,76,€13K,32,57,63
24,76,€42K,76,66,69
26,76,€36K,65,63,37
28,76,€17K,78,69,80
33,76,€40K,78,77,67
33,76,€76K,33,44,70
34,76,€48K,65,79,53
27,76,€20K,86,66,51
26,76,€30K,73,75,72
29,76,€23K,54,78,67
26,76,€30K,38,68,77
22,76,€71K,83,72,67
31,76,€9K,83,73,74
26,76,€21K,61,76,53
27,76,€76K,78,77,78
20,76,€22K,79,72,58
28,76,€42K,54,63,55
29,76,€25K,66,76,76
28,76,€60K,75,83,60
27,76,€53K,75,72,74
32,76,€16K,65,79,76
29,76,€18K,40,34,25
33,76,€3K,62,33,23
25,76,€23K,76,87,58
31,76,€ 0,84,71,85
26,76,€1K,78,70,62
35,76,€20K,58,27,25
27,76,€40K,77,71,69
27,76,€34K,69,68,57
30,76,€62K,58,72,74
29,76,€41K,77,85,74
31,76,€1K,40,66,38
36,76,€12K,69,40,23
29,76,€12K,56,54,66
28,76,€20K,85,69,72
30,76,€30K,62,61,64
28,76,€8K,31,30,25
26,76,€30K,74,84,68
25,76,€38K,76,89,62
28,76,€31K,61,73,56
28,76,€25K,73,78,61
26,76,€13K,74,81,61
26,76,€29K,74,79,55
28,76,€25K,46,69,44
25,76,€46K,74,75,62
28,76,€10K,63,69,75
33,76,€22K,48,41,24
24,76,€24K,73,80,66
30,76,€34K,61,76,50
30,76,€13K,33,64,42
23,76,€20K,74,63,47
30,76,€9K,87,85,61
26,76,€28K,78,84,60
29,76,€25K,75,83,81
27,76,€18K,65,85,52
31,76,€22K,57,43,21
28,76,€29K,44,85,53
27,76,€1K,77,79,67
25,76,€20K,79,71,78
35,76,€40K,69,66,74
31,76,€19K,52,69,48
22,76,€40K,67,69,44
25,76,€10K,42,76,43
32,76,€41K,77,69,69
30,76,€24K,65,68,50
26,76,€31K,78,79,74
29,76,€22K,70,84,42
30,76,€21K,52,55,55
30,76,€20K,51,61,42
26,76,€32K,83,59,74
28,76,€31K,54,61,39
26,76,€16K,67,81,42
26,76,€44K,90,72,68
24,76,€12K,79,77,53
31,76,€1K,68,62,45
21,76,€43K,77,69,82
28,76,€55K,80,80,70
26,76,€25K,79,74,63
22,76,€13K,68,88,43
29,76,€25K,76,72,74
23,76,€25K,56,74,65
23,76,€105K,72,65,75
25,76,€23K,60,80,43
25,76,€21K,25,28,20
28,76,€44K,82,91,60
28,76,€21K,86,74,74
26,76,€12K,73,80,47
28,76,€19K,85,79,65
30,76,€10K,93,74,59
22,76,€38K,68,74,51
29,76,€23K,47,81,77
32,76,€1K,84,75,66
33,76,€32K,60,67,75
31,76,€14K,70,72,51
21,76,€24K,69,71,66
26,76,€53K,76,60,70
24,76,€25K,62,69,36
30,76,€47K,44,61,34
27,76,€12K,19,35,16
22,76,€25K,54,64,34
22,76,€16K,75,88,42
27,76,€38K,53,68,39
29,76,€18K,64,91,32
26,76,€1K,41,79,36
22,76,€14K,52,44,22
31,76,€23K,60,64,51
21,76,€17K,86,73,49
32,76,€53K,79,71,63
34,76,€1K,62,66,67
32,76,€21K,59,73,47
30,76,€32K,79,77,69
30,76,€23K,54,68,71
29,76,€16K,78,75,66
27,76,€44K,82,77,60
27,76,€26K,66,76,69
33,76,€1K,78,78,81
27,76,€51K,72,76,48
29,76,€1K,74,77,69
29,76,€46K,66,89,44
31,76,€17K,68,90,50
26,76,€35K,59,75,66
26,76,€19K,84,66,75
21,76,€17K,67,77,55
22,76,€21K,55,67,37
24,76,€25K,73,75,46
31,76,€48K,87,76,62
30,76,€33K,32,29,22
29,76,€24K,77,81,75
25,76,€42K,73,77,64
24,76,€21K,62,74,43
26,76,€12K,42,23,19
25,76,€16K,79,72,69
30,76,€17K,71,42,17
22,76,€19K,90,76,60
28,76,€63K,74,74,59
22,76,€34K,79,78,66
33,76,€38K,61,70,33
28,76,€46K,62,88,52
30,76,€12K,86,84,72
24,76,€20K,66,73,56
28,76,€20K,65,72,76
22,76,€18K,84,72,58
24,76,€1K,81,68,67
28,76,€30K,84,58,68
26,76,€48K,92,75,67
30,76,€1K,58,75,54
33,76,€17K,77,68,75
24,76,€33K,78,91,40
31,76,€29K,72,68,66
31,76,€16K,76,68,76
30,76,€26K,79,79,68
21,76,€32K,73,88,36
27,76,€23K,60,45,25
24,76,€1K,61,73,56
27,76,€36K,90,80,60
26,76,€19K,68,75,49
26,76,€30K,71,77,70
33,76,€60K,66,70,64
30,76,€25K,87,84,67
21,76,€11K,40,65,47
30,76,€10K,68,85,51
24,76,€28K,84,79,67
25,76,€40K,80,68,56
31,76,€1K,79,70,75
30,76,€48K,70,79,64
28,76,€41K,32,37,26
24,76,€34K,38,65,37
22,76,€64K,58,68,38
30,76,€15K,85,72,82
25,76,€15K,79,81,70
30,76,€20K,78,90,56
24,76,€18K,61,65,35
24,76,€18K,84,83,69
21,76,€22K,76,80,60
28,76,€39K,68,83,59
28,76,€28K,61,70,54
26,76,€24K,49,62,43
23,76,€28K,76,79,50
20,76,€26K,64,64,38
25,76,€18K,79,65,70
31,76,€21K,67,77,55
31,76,€30K,78,71,71
27,76,€23K,48,31,22
28,76,€22K,77,82,62
30,76,€35K,63,65,76
30,76,€24K,54,50,46
30,76,€20K,70,63,53
20,76,€33K,86,66,59
33,76,€20K,77,72,77
27,76,€31K,45,73,30
26,76,€14K,36,30,22
22,76,€50K,88,68,58
23,76,€75K,79,73,72
22,76,€18K,61,68,50
21,76,€38K,82,73,58
31,76,€24K,73,81,51
20,76,€46K,78,71,65
32,76,€51K,64,83,68
32,76,€1K,76,83,60
25,76,€28K,88,74,58
21,76,€36K,76,75,59
34,76,€13K,72,77,63
24,76,€28K,76,71,56
23,76,€13K,89,72,53
32,76,€16K,69,45,24
31,76,€28K,83,67,72
25,76,€28K,59,79,33
24,76,€44K,69,71,49
32,76,€23K,77,82,45
26,76,€25K,78,65,66
25,76,€23K,93,70,62
30,76,€51K,77,54,67
30,76,€8K,65,89,68
25,76,€17K,77,69,68
32,76,€15K,75,71,72
31,76,€23K,67,80,75
19,76,€24K,36,32,19
29,76,€31K,68,78,66
33,76,€19K,74,77,68
24,76,€34K,85,86,38
30,76,€22K,66,93,57
29,76,€21K,45,35,18
22,76,€20K,92,73,60
30,76,€16K,44,52,51
28,76,€12K,60,80,55
28,76,€32K,62,81,66
23,76,€8K,85,74,69
27,76,€21K,53,74,45
24,76,€9K,60,33,23
29,76,€44K,39,22,18
25,76,€11K,87,69,81
27,76,€10K,83,76,70
29,76,€42K,64,89,41
27,76,€16K,82,85,66
23,76,€18K,67,75,43
32,76,€8K,70,74,66
20,76,€11K,68,80,46
28,76,€25K,65,73,44
28,76,€69K,84,70,73
27,76,€44K,74,68,64
25,76,€49K,64,88,43
34,76,€25K,78,62,66
22,76,€27K,82,88,64
33,75,€13K,49,48,35
23,75,€22K,74,76,56
26,75,€13K,60,78,31
25,75,€13K,74,89,48
25,75,€36K,57,72,34
24,75,€13K,80,87,51
22,75,€19K,79,58,53
24,75,€19K,78,68,73
21,75,€14K,44,67,31
24,75,€31K,63,90,48
30,75,€21K,92,77,79
24,75,€13K,74,68,67
28,75,€55K,75,72,61
23,75,€21K,78,82,57
28,75,€1K,86,71,72
23,75,€11K,50,68,54
26,75,€31K,82,58,64
34,75,€1K,50,25,23
26,75,€11K,68,69,72
25,75,€23K,92,72,65
24,75,€17K,31,56,20
27,75,€53K,84,77,73
27,75,€1K,63,76,49
30,75,€21K,73,65,63
24,75,€49K,77,78,49
32,75,€35K,34,54,48
30,75,€9K,66,70,72
31,75,€1K,62,74,52
29,75,€26K,35,67,39
27,75,€1K,80,73,66
32,75,€13K,80,64,73
28,75,€ 0,59,80,55
22,75,€10K,50,53,56
30,75,€20K,68,85,44
29,75,€12K,41,79,47
28,75,€51K,73,72,61
33,75,€10K,82,77,70
35,75,€11K,57,36,44
29,75,€18K,80,63,71
26,75,€28K,77,77,49
27,75,€9K,76,76,70
22,75,€14K,87,75,57
34,75,€20K,58,32,29
29,75,€10K,68,78,54
30,75,€38K,51,60,39
22,75,€43K,63,64,60
29,75,€15K,71,65,71
29,75,€28K,77,71,74
28,75,€1K,56,87,35
27,75,€16K,34,45,19
23,75,€5K,39,33,37
26,75,€16K,85,83,68
34,75,€21K,79,66,80
21,75,€86K,73,42,69
37,75,€18K,34,34,49
32,75,€12K,73,68,79
30,75,€23K,79,39,70
22,75,€25K,68,81,41
29,75,€26K,67,89,69
26,75,€46K,68,78,63
20,75,€29K,85,73,63
28,75,€10K,82,91,25
25,75,€26K,88,68,62
27,75,€53K,87,79,50
33,75,€8K,57,92,53
31,75,€20K,80,86,61
32,75,€23K,68,75,56
34,75,€18K,63,44,68
29,75,€17K,69,69,68
30,75,€18K,59,66,67
35,75,€19K,42,32,13
27,75,€36K,46,27,17
26,75,€35K,50,63,39
29,75,€24K,54,61,37
21,75,€13K,41,79,42
20,75,€1K,77,63,62
29,75,€31K,66,69,76
27,75,€21K,71,67,54
27,75,€46K,66,71,77
27,75,€42K,65,78,53
26,75,€40K,48,57,28
26,75,€18K,78,74,63
31,75,€20K,62,68,49
27,75,€38K,74,74,76
26,75,€20K,50,72,54
26,75,€42K,84,82,52
27,75,€1K,79,66,76
24,75,€54K,77,64,72
23,75,€17K,65,69,32
26,75,€13K,81,73,72
34,75,€39K,65,40,24
24,75,€54K,83,73,69
26,75,€38K,72,79,55
23,75,€61K,75,74,55
27,75,€30K,87,78,56
32,75,€50K,61,66,68
31,75,€21K,71,85,41
36,75,€14K,31,41,22
29,75,€24K,72,82,74
28,75,€21K,74,72,72
33,75,€ 0,62,75,63
29,75,€11K,64,65,81
26,75,€22K,71,86,53
33,75,€13K,60,54,52
28,75,€22K,76,73,49
25,75,€21K,34,32,17
35,75,€11K,32,33,33
29,75,€5K,34,68,47
27,75,€31K,58,70,71
29,75,€6K,93,78,73
30,75,€14K,62,77,60
28,75,€24K,67,74,51
23,75,€18K,88,74,64
32,75,€22K,36,23,22
26,75,€19K,61,87,66
33,75,€9K,79,74,78
23,75,€43K,67,72,64
34,75,€7K,38,34,22
25,75,€36K,79,72,68
31,75,€37K,77,79,69
32,75,€59K,79,74,74
35,75,€5K,72,51,85
34,75,€26K,74,76,65
22,75,€30K,91,87,63
30,75,€1K,84,68,70
29,75,€16K,55,56,62
24,75,€36K,90,69,57
29,75,€18K,46,74,44
30,75,€27K,65,68,66
27,75,€25K,88,91,58
25,75,€11K,68,86,46
23,75,€19K,79,73,68
24,75,€36K,76,74,59
35,75,€11K,37,28,22
26,75,€22K,82,61,72
26,75,€38K,61,79,43
23,75,€8K,92,77,64
20,75,€17K,71,77,42
34,75,€29K,77,82,76
27,75,€1K,81,67,76
26,75,€17K,78,73,68
30,75,€17K,65,86,64
29,75,€24K,42,66,43
24,75,€12K,74,80,70
27,75,€8K,78,77,59
27,75,€40K,82,86,65
23,75,€8K,89,77,61
26,75,€18K,81,55,76
26,75,€56K,92,56,53
37,75,€13K,28,33,13
30,75,€9K,68,74,73
29,75,€15K,65,75,65
25,75,€35K,59,65,35
29,75,€26K,66,90,37
23,75,€42K,79,78,22
21,75,€39K,80,72,53
24,75,€40K,66,68,69
27,75,€1K,42,77,37
34,75,€56K,77,71,73
29,75,€32K,67,69,75
34,75,€48K,63,64,57
32,75,€43K,60,90,50
27,75,€24K,75,74,68
30,75,€37K,68,77,52
20,75,€27K,77,79,53
33,75,€22K,58,65,24
31,75,€13K,66,74,51
26,75,€42K,70,78,49
30,75,€13K,46,54,46
21,75,€21K,67,66,68
25,75,€44K,89,77,61
27,75,€1K,71,70,55
23,75,€58K,86,64,61
28,75,€17K,43,25,15
25,75,€16K,68,89,69
26,75,€23K,54,61,66
24,75,€14K,55,71,33
23,75,€45K,76,77,71
26,75,€20K,88,90,54
26,75,€30K,67,73,42
27,75,€1K,79,84,59
30,75,€1K,78,82,49
30,75,€13K,60,72,66
25,75,€36K,87,88,69
27,75,€14K,87,78,63
34,75,€22K,60,65,74
32,75,€29K,70,64,72
29,75,€15K,59,82,48
27,75,€1K,76,77,36
23,75,€13K,77,75,63
22,75,€19K,87,87,69
24,75,€19K,72,78,59
21,75,€24K,37,29,21
29,75,€47K,63,62,68
24,75,€10K,74,75,55
31,75,€10K,49,29,23
23,75,€39K,65,72,52
29,75,€8K,74,76,47
21,75,€27K,73,84,54
28,75,€10K,72,79,71
33,75,€9K,61,38,43
33,75,€23K,77,75,50
28,75,€48K,70,80,55
28,75,€17K,82,68,70
24,75,€58K,79,87,48
27,75,€40K,80,57,71
29,75,€5K,55,35,46
30,75,€1K,69,73,73
23,75,€25K,77,72,76
31,75,€34K,48,29,17
23,75,€26K,87,66,57
26,75,€24K,63,77,33
23,75,€33K,69,76,43
33,75,€16K,78,69,80
28,75,€17K,48,43,25
27,75,€46K,83,70,73
21,75,€25K,73,69,61
37,75,€2K,64,66,62
36,75,€17K,25,40,35
25,75,€26K,69,65,74
19,75,€37K,78,74,60
36,75,€22K,65,30,23
26,75,€1K,82,85,42
26,75,€41K,90,79,55
27,75,€1K,91,85,76
25,75,€1K,90,77,72
29,75,€40K,34,78,37
27,75,€6K,48,41,19
26,75,€29K,63,83,74
18,75,€27K,79,78,61
26,75,€13K,78,74,61
28,75,€12K,81,73,70
31,75,€9K,78,65,76
28,75,€1K,51,34,30
28,75,€15K,80,82,71
22,75,€19K,82,60,59
25,75,€45K,71,65,77
29,75,€21K,63,67,45
20,75,€41K,76,86,68
33,75,€15K,72,81,57
22,75,€14K,77,90,41
23,75,€40K,60,66,65
31,75,€20K,78,78,63
20,75,€54K,74,74,49
32,75,€53K,76,75,52
29,75,€14K,67,92,56
23,75,€9K,87,70,65
25,75,€14K,83,72,55
24,75,€ 0,72,60,68
19,75,€28K,85,69,66
31,75,€42K,63,74,55
23,75,€7K,30,27,13
25,75,€11K,77,68,75
22,75,€32K,63,74,26
23,75,€41K,54,75,53
20,75,€43K,67,75,60
30,75,€16K,86,74,77
25,75,€4K,86,66,58
26,75,€11K,75,55,66
29,75,€11K,69,75,77
26,75,€38K,64,69,78
20,75,€24K,76,81,62
26,75,€20K,68,70,48
29,75,€10K,88,62,70
26,75,€21K,92,67,56
26,75,€17K,82,71,71
28,75,€29K,77,78,60
22,75,€69K,82,57,69
29,75,€21K,58,87,48
30,75,€1K,40,60,44
33,75,€16K,48,44,20
23,75,€29K,70,75,80
21,75,€18K,86,66,71
31,75,€23K,73,69,49
28,75,€21K,69,88,48
33,75,€40K,79,74,70
30,75,€8K,54,73,51
37,75,€10K,45,30,24
33,75,€38K,32,52,19
30,75,€19K,75,69,76
24,75,€12K,86,63,70
30,75,€15K,74,42,67
28,75,€18K,46,67,35
31,75,€28K,72,74,64
23,75,€14K,51,69,35
25,75,€23K,74,72,53
19,75,€16K,47,61,30
31,75,€42K,70,79,63
24,75,€47K,84,79,58
24,75,€16K,81,87,76
23,75,€24K,54,67,48
23,75,€17K,73,75,46
37,75,€24K,48,39,49
28,75,€24K,66,92,58
22,75,€18K,39,28,15
19,75,€24K,73,72,65
31,75,€1K,70,74,70
24,75,€16K,76,67,57
23,75,€43K,65,86,51
34,75,€36K,48,36,16
27,75,€6K,77,78,75
28,75,€11K,53,75,69
25,75,€44K,86,90,56
24,75,€50K,76,65,68
25,75,€1K,86,78,49
28,75,€55K,71,71,68
24,75,€38K,47,56,32
23,75,€17K,61,78,44
22,75,€9K,67,65,41
25,75,€71K,74,80,68
25,75,€42K,73,80,44
22,75,€34K,60,66,58
30,75,€48K,84,79,68
21,75,€19K,60,75,58
21,75,€39K,76,70,42
31,75,€11K,64,76,71
28,75,€46K,77,72,61
21,75,€8K,79,77,41
30,75,€15K,66,69,41
31,75,€20K,65,65,35
28,75,€21K,81,72,64
21,75,€18K,73,76,52
30,75,€20K,74,74,68
22,75,€26K,77,80,56
29,75,€40K,65,66,54
28,75,€15K,65,85,48
28,75,€15K,68,78,62
23,75,€35K,73,68,52
22,75,€17K,69,77,38
30,75,€19K,84,82,51
25,75,€10K,72,78,63
26,75,€ 0,81,63,67
23,75,€26K,90,77,62
25,75,€11K,52,82,32
33,75,€37K,62,74,51
25,75,€1K,70,65,67
28,75,€ 0,65,71,47
31,75,€49K,70,73,72
24,75,€18K,73,70,46
26,75,€23K,61,53,69
28,75,€47K,31,69,38
21,75,€16K,70,70,62
22,75,€22K,64,68,58
32,75,€15K,63,76,64
28,75,€21K,58,44,18
23,75,€24K,72,81,66
30,75,€1K,77,63,40
29,75,€21K,73,87,57
31,75,€7K,78,82,58
24,75,€11K,89,63,65
25,75,€11K,74,72,65
29,75,€21K,74,90,55
30,75,€4K,45,44,20
27,75,€11K,50,32,36
23,75,€22K,67,68,47
25,75,€12K,51,60,43
30,75,€24K,69,66,75
26,75,€13K,86,60,68
25,75,€13K,69,79,66
34,75,€50K,28,50,17
25,75,€25K,66,76,41
27,75,€22K,81,81,36
26,75,€ 0,82,71,71
24,75,€25K,58,28,20
34,75,€20K,31,41,19
26,75,€ 0,63,83,74
27,75,€18K,75,65,69
31,75,€6K,59,87,52
24,75,€17K,61,73,78
25,75,€29K,62,63,72
30,75,€25K,54,66,32
25,75,€25K,90,85,60
25,75,€20K,67,85,44
25,75,€14K,63,77,51
22,75,€19K,75,79,46
21,75,€45K,72,69,73
22,75,€43K,64,67,52
23,75,€12K,70,90,42
27,75,€25K,67,77,66
25,75,€19K,60,64,63
34,75,€18K,64,66,72
39,75,€10K,56,89,55
